NUM_TOMBO | SEQUENCIA | CAMINHO | FOTO | DESCRICAO
4461 | 1 | D:\Minhas figuras\Bignoniaceae\Piriadacus erubescens (DC.) Pichon_flor_3.JPG | <fdb.fbcore.BlobReader object at 0x71340ab947f0> | Flor_frente
4461 | 2 | D:\Minhas figuras\Bignoniaceae\Piriadacus erubescens (DC.) Pichon_flor_1.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94820> | Flor-lado
374 | 1 | D:\Minhas figuras\Bignoniaceae\Macfadyena unguis-cati (L.) A. H. Gentry_flor.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94850> | Flor
383 | 1 | D:\Minhas figuras\27-02-2009\DSC07495.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94880> | Floresta_1
383 | 2 | D:\Minhas figuras\Araucariaceae\Araucaria angustifolia (Bert.) O'Kuntze_ estróbilo feminino2.JPG | <fdb.fbcore.BlobReader object at 0x71340ab948b0> | Estróbilo feminino
383 | 3 | D:\Minhas figuras\Araucariaceae\Araucaria angustifolia (Bert.) O'Kuntze_ estróbilo masculino.JPG | <fdb.fbcore.BlobReader object at 0x71340ab948e0> | estróbilo masculino
383 | 4 | D:\Minhas figuras\Araucariaceae\Araucaria angustifolia (Bert.) O'Kuntze_hábito.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94910> | habito
383 | 5 | D:\Minhas figuras\27-02-2009\DSC07497.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94940> | Floresta Ombrofila Mista Monta
9051 | 1 | J:\Tocantins\DSC00846.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94970> | hábito_campo
9049 | 1 | J:\Tocantins\DSC00843.JPG | <fdb.fbcore.BlobReader object at 0x71340ab949a0> | flores
9049 | 2 | J:\Tocantins\DSC00844.JPG | <fdb.fbcore.BlobReader object at 0x71340ab949d0> | Detalhe_flor
4244 | 1 | D:\Minhas figuras\Flacourtiaceae\Casearia sylvestris Sw._frutos.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94a00> | Frutos imaturos
6353 | 1 | C:\Documents and Settings\utfpr\Meus documentos\Deparia%20petersenii[1].jpg | <fdb.fbcore.BlobReader object at 0x71340ab94a30> | esporos
6120 | 1 | D:\Fotos\Fotos da Viagem Minas Gerais 141.jpg | <fdb.fbcore.BlobReader object at 0x71340ab94a60> | Flor
6827 | 1 | D:\Bombinhas\DSC05626.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94a90> | Botões florais
5677 | 1 | C:\Documents and Settings\utfpr\Meus documentos\POLYPODIACEA_Campyloneuron nitidum.jpg | <fdb.fbcore.BlobReader object at 0x71340ab94ac0> | esporos
8544 | 1 | C:\Documents and Settings\utfpr\Meus documentos\SCHIZAEACEAE_Anemia phyllitidis.jpg | <fdb.fbcore.BlobReader object at 0x71340ab94af0> | esporos
9116 | 1 | D:\Rebio_fotos\DSC01738.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94b20> | hábito
9117 | 1 | D:\Rebio_fotos\DSC01739.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94b50> | ramo e botões
9118 | 1 | D:\Rebio_fotos\DSC01741.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94b80> | hábito
9120 | 1 | D:\Rebio_fotos\DSC01745.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94bb0> | Soros na folha
9121 | 1 | D:\Rebio_fotos\DSC01747.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94be0> | Flores
9122 | 1 | D:\Rebio_fotos\DSC01749.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94c10> | inflorescência
9125 | 1 | D:\Rebio_fotos\DSC01756.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94c40> | flor
9124 | 1 | D:\Rebio_fotos\DSC01754.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94c70> | Flores
9126 | 1 | D:\Rebio_fotos\DSC01757.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94ca0> | flores
9130 | 1 | D:\Rebio_fotos\DSC01763.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94cd0> | Folhas
9129 | 1 | D:\Rebio_fotos\DSC01762.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94d00> | Soros
9128 | 1 | D:\Rebio_fotos\DSC01761.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94d30> | Sementes
9127 | 1 | D:\Rebio_fotos\DSC01759.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94d60> | Flores
9131 | 1 | D:\Rebio_fotos\DSC01765.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94d90> | Flores
9132 | 1 | D:\Rebio_fotos\DSC01767.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94dc0> | Frutos
9133 | 1 | D:\Rebio_fotos\DSC01768.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94df0> | Flores
9134 | 1 | D:\Rebio_fotos\DSC01770.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94e20> | Botões
9135 | 1 | D:\Rebio_fotos\DSC01772.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94e50> | Flor
9136 | 1 | D:\Rebio_fotos\DSC01776.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94e80> | Frutos
9138 | 1 | D:\Rebio_fotos\DSC01779.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94eb0> | Botões
9139 | 1 | D:\Rebio_fotos\DSC01782.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94ee0> | Flores
9140 | 1 | D:\Rebio_fotos\DSC01783.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94f10> | frutos
9141 | 1 | D:\Rebio_fotos\DSC01785.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94f40> | Flor
9142 | 1 | D:\Rebio_fotos\DSC01792.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94f70> | Frutos
9143 | 1 | D:\Rebio_fotos\DSC01793.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94fa0> | Flor
9144 | 1 | D:\Rebio_fotos\DSC01795.JPG | <fdb.fbcore.BlobReader object at 0x71340ab94fd0> | Flores
9145 | 1 | D:\Rebio_fotos\DSC01796.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95000> | Botões
9148 | 1 | D:\Rebio_fotos\DSC01806.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95030> | Flores
9150 | 1 | D:\Rebio_fotos\DSC01808.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95060> | Flores
9151 | 1 | D:\Rebio_fotos\DSC01810.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95090> | Inflorescências
9152 | 1 | D:\Rebio_fotos\DSC01811.JPG | <fdb.fbcore.BlobReader object at 0x71340ab950c0> | Flores
9149 | 1 | D:\Rebio_fotos\DSC01805.JPG | <fdb.fbcore.BlobReader object at 0x71340ab950f0> | Flor
9155 | 1 | D:\Rebio_fotos\DSC01816.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95120> | Inflorescências
9156 | 1 | D:\Rebio_fotos\DSC01817.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95150> | Inflorescências
9159 | 1 | D:\Rebio_fotos\DSC01790.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95180> | Frutos e estípula
9159 | 2 | D:\Rebio_fotos\DSC01789.JPG | <fdb.fbcore.BlobReader object at 0x71340ab951b0> | Estípula terminal
9161 | 1 | D:\Rebio_fotos\DSC01823.JPG | <fdb.fbcore.BlobReader object at 0x71340ab951e0> | Flores
9153 | 1 | D:\Rebio_fotos\DSC01812.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95210> | Flores
9154 | 1 | D:\Rebio_fotos\DSC01814.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95240> | Frutos
9164 | 1 | D:\Rebio_fotos\DSC01832.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95270> | Ramo fértil
9166 | 1 | D:\Rebio_fotos\DSC01837.JPG | <fdb.fbcore.BlobReader object at 0x71340ab952a0> | Flores
9167 | 1 | D:\Rebio_fotos\DSC01838.JPG | <fdb.fbcore.BlobReader object at 0x71340ab952d0> | Botões
9168 | 1 | D:\Rebio_fotos\DSC01840.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95330> | Ramos e frutos
9177 | 1 | D:\Rebio_fotos\DSC01752.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95360> | Flores
9225 | 1 | D:\Rebio_fotos\DSC01843.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95390> | Flores
9236 | 1 | D:\Rebio_fotos\DSC01855.JPG | <fdb.fbcore.BlobReader object at 0x71340ab953c0> | Frutos
9232 | 1 | D:\Rebio_fotos\DSC01864.JPG | <fdb.fbcore.BlobReader object at 0x71340ab953f0> | Frutos_imaturos
9229 | 1 | D:\Rebio_fotos\DSC01859.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95420> | Frutos imaturos
9227 | 1 | D:\Rebio_fotos\DSC01846.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95450> | Flores_1
9227 | 2 | D:\Rebio_fotos\DSC01847.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95480> | Flores_2
9228 | 1 | D:\Rebio_fotos\DSC01849.JPG | <fdb.fbcore.BlobReader object at 0x71340ab954b0> | Frutos
9165 | 1 | D:\Rebio_fotos\DSC01834.JPG | <fdb.fbcore.BlobReader object at 0x71340ab954e0> | Flor
9362 | 1 | I:\Labrea\IMG_5471.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95510> | flores
9360 | 1 | I:\Labrea\IMG_5526.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95540> | Frutos_1
9360 | 2 | I:\Labrea\IMG_5527.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95570> | Frutos_2
4581 | 1 | D:\Minhas figuras\Gesneriaceae\Sinningia2.JPG | <fdb.fbcore.BlobReader object at 0x71340ab955a0> | Flores
5637 | 1 | D:\Pantanal 2008\DSC07068.JPG | <fdb.fbcore.BlobReader object at 0x71340ab955d0> | Flor
10416 | 1 | C:\Users\user_2\Documents\backup D antigo\Fotos\Mariana\Campo Douradina\IMG_0507.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95600> | Flores_1
10416 | 2 | C:\Users\user_2\Documents\backup D antigo\Fotos\Mariana\Campo Douradina\IMG_0509.JPG | <fdb.fbcore.BlobReader object at 0x71340ab95630> | Flores_2
